Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,RSI,MACD,MACD_Signal,MACD_Hist
2022-02-19,83.8151475187448,84.26846688140056,82.46553007338022,83.90592919250997,7091,89.05652066262743,95.57944911193007,23.304877544269118,-3.091101870738811,-2.8942585020782596,-0.1968433686605513
2022-02-20,84.1112404174911,85.54080981189666,83.9999707288788,84.49378320514356,4866,88.70891310533253,95.2483469559847,24.045525926585796,-3.030995396246553,-2.921605880911918,-0.1093895153346347
2022-02-21,84.721525131258,84.97834930659229,82.35943057334674,83.88747475214495,6818,88.15605724018818,94.90969154235714,29.394824122590308,-2.9977286572539725,-2.9368304361803292,-0.06089822107364329
2022-02-22,84.34878542308728,84.73034132655434,83.19970388251312,84.47349989824845,3222,87.63141038040978,94.55544507247592,38.94921417292477,-2.890754378214453,-2.927615224587154,0.03686084637270115
2022-02-23,85.47284026999479,85.66099952928812,84.17873047414065,85.556022927215,3792,87.257956677298,94.18996842870646,42.46101703655761,-2.6876444378731748,-2.8796210672443583,0.19197662937118354
2022-02-24,86.79431597467645,88.74667467691404,87.35071261969236,87.38218166194405,5063,86.89629594212911,93.86968336257206,44.66502363187984,-2.352207811326849,-2.7741384160608566,0.42193060473400745
2022-02-25,89.59467340258489,89.8885865060323,87.3543618130227,89.06950260517664,2524,86.73080415775367,93.59177625728131,49.98706222424797,-1.9279944496286703,-2.6049096227744197,0.6769151731457494
2022-02-26,87.97026009766448,87.73274830273812,86.35723414766633,87.63080949307144,9224,86.47172295047658,93.2179529251079,45.7838123501441,-1.6884296486982748,-2.421613627959191,0.7331839792609163
2022-02-27,85.35748432182275,87.5447732619504,85.31367197811035,85.83684945603478,7198,86.2990756381087,92.77428062446684,42.16352516773275,-1.624602988260591,-2.2622115000194714,0.6376085117588803
2022-02-28,87.46040774984547,88.29898457053118,86.73405958382122,88.1970630549003,5025,86.35929690759127,92.39693241902631,57.07142404596909,-1.3678032038114907,-2.0833298407778753,0.7155266369663846
2022-03-01,88.96010866315473,89.8722791794791,88.14103761962559,88.6401190705935,3566,86.42232780047944,92.00400065126276,62.63431712879674,-1.115675790768293,-1.8897990307759591,0.7741232400076661
2022-03-02,88.11004467393623,89.56670335304685,86.3053741149959,87.8386036876056,3803,86.37805967431916,91.61394548683853,62.36723017168672,-0.9693643633429616,-1.7057120972893598,0.7363477339463982
2022-03-03,88.92050595778686,89.75287847781182,89.12445427060665,89.3255804450121,4709,86.39068355604516,91.27247011375461,64.47292106224185,-0.7250667872668402,-1.509583035284856,0.7845162480180159
2022-03-04,86.8895751173981,86.35806080306294,84.9011390060179,86.11307020561364,7155,86.25074893476338,90.85535230521717,52.503640739040286,-0.7816713061647107,-1.364000689460827,0.5823293832961163
2022-03-05,83.53233161414556,84.32360407799368,83.20972304875747,84.11938754277105,1719,86.03561139084698,90.4360325877546,50.53614435862743,-0.9761518532640139,-1.2864309222214643,0.3102790689574504
2022-03-06,85.42453597062182,86.05914292623363,85.37514624932906,85.54029799627769,7516,86.01819274610662,90.11538465933364,52.522955953741715,-1.0040494325832867,-1.2299546242938288,0.22590519171054213
2022-03-07,90.50866370971076,89.8940058934322,89.27868504624126,89.71270403468932,5579,86.26866088529555,89.89989748031232,61.983133280043454,-0.6816228442839645,-1.120288268291856,0.43866542400789155
2022-03-08,89.484501336088,90.86914178259053,89.60616049452828,89.62839557193132,1972,86.55165337570693,89.72204017629362,60.82768585579125,-0.4279671001180816,-0.9818240346571012,0.5538569345390196
2022-03-09,93.59804820324523,93.45573513224936,92.46435861265216,93.33944948934612,4718,86.99221791456877,89.63452479144067,64.72306465617038,0.07168163986396792,-0.7711228997528874,0.8428045396168553
2022-03-10,93.87136154341952,95.02238100148419,93.49725078426174,94.06401518552173,8395,87.43773697378757,89.59571169645663,63.188953862774895,0.5201275556147635,-0.5128728086793573,1.0330003642941208
2022-03-11,94.35339417824244,96.6707645811938,93.6471349751533,94.78139815431005,5402,87.98151042187756,89.6237890160689,61.72332902789965,0.9227738226662865,-0.2257434824102285,1.148517305076515
2022-03-12,96.44125691228979,97.07165302361882,94.94887449762844,95.51669797574597,5552,88.53265616040768,89.6387024420212,66.66654225076985,1.286377877221014,0.07668078951602,1.209697087704994
2022-03-13,98.37107873058983,99.76237582521738,97.9586417518618,98.54978100703859,3207,89.26577147315237,89.68373678982685,75.53108687548055,1.7985486133174646,0.42105435427630894,1.3774942590411556
2022-03-14,99.30504487745765,99.13193910338337,97.06393183357285,98.52844524127109,5426,89.9685187403035,89.68579794259739,72.89950847431344,2.1776237031515535,0.7723682240513579,1.4052554791001957
2022-03-15,103.2055487197432,105.0607624624029,103.66606744443688,103.7659792147863,7919,90.87901655468207,89.84695384860503,77.64980185449232,2.8676126095623715,1.1914171011535606,1.676195508408811
2022-03-16,97.95310372838104,99.55685856011368,96.73935771928947,98.51839299874801,9835,91.43582712152227,89.92293878552759,66.79284185262915,2.956911996387589,1.5445160802003666,1.4123959161872226
2022-03-17,99.26169531813026,101.05519725355867,98.49335572879218,100.20131494670355,9386,91.9924177385986,90.02742536667996,66.99621325765114,3.1274290845190365,1.8610986810641006,1.2663304034549359
2022-03-18,100.73073819445335,100.68864670129607,99.08481144433655,100.42611200260778,9680,92.63218286407542,90.2063579114673,74.67181529417135,3.243317404927552,2.137542425836791,1.1057749790907612
2022-03-19,101.62699207385039,103.701731380684,100.68599672027622,101.8949220329635,3204,93.43508649292185,90.399945488915,81.20486162128016,3.4143222463594327,2.3928983899413194,1.0214238564181133
2022-03-20,102.87740777360176,103.05190511235615,100.31047344354195,102.13314668208776,6345,94.13189067428124,90.61940893470116,80.39060134517699,3.5283944189628897,2.619997595745634,0.9083968232172559
2022-03-21,100.1320683267073,100.57571607610318,99.81439918406925,100.1857480374693,4276,94.70917212262502,90.80962323659045,70.88401887940785,3.422209540731501,2.7804399847428076,0.6417695559886933
2022-03-22,100.73092017098215,100.53046090526752,99.63882260535016,99.79643942957779,2102,95.30706390972362,90.97663333816115,70.03215795084795,3.2689607638154854,2.8781441405573434,0.39081662325814204
2022-03-23,99.92954675125101,101.39494518251108,100.08031802480586,100.5620306055415,6243,95.8688864177501,91.08898210917135,66.09751440203834,3.1727137444987363,2.937058061345622,0.23565568315311447
2022-03-24,104.39461122911,105.34576338620867,101.98374598866353,103.63059843923388,7614,96.74476282943111,91.2622653360797,69.3047145932113,3.305936291659094,3.0108337074083167,0.2951025842507775
2022-03-25,103.1809172592874,104.11883849243917,102.54211453764368,102.6132671244613,9707,97.66945680851563,91.45402873877993,65.61514979751453,3.2914838087212956,3.0669637276709127,0.2245200810503829
2022-03-26,103.61697538818983,104.64422816627558,101.85729443646792,103.05855908949215,6223,98.54536986317635,91.62289199326331,65.21285980582516,3.2781727174907473,3.10920552563488,0.1689671918558675
2022-03-27,102.78446458169356,102.10307289240279,100.04825513173284,102.08055134130542,9584,99.16376222850715,91.81691625423571,57.76583788574488,3.152367994107294,3.117838019329363,0.034529974777931294
2022-03-28,104.56168280690954,104.88441110256556,102.23848837079998,104.01865551500849,1630,99.88327522566101,92.04104069176361,61.13656619204277,3.17248521905546,3.1287674592745827,0.04371775978087733
