label,pt0_x,pt0_y,pt1_x,pt1_y,pt2_x,pt2_y,pt3_x,pt3_y,pt4_x,pt4_y,pt5_x,pt5_y,pt6_x,pt6_y,pt7_x,pt7_y,pt8_x,pt8_y,pt9_x,pt9_y,pt10_x,pt10_y,pt11_x,pt11_y,pt12_x,pt12_y,pt13_x,pt13_y,pt14_x,pt14_y,pt15_x,pt15_y,pt16_x,pt16_y,pt17_x,pt17_y,pt18_x,pt18_y,pt19_x,pt19_y,pt20_x,pt20_y
0,0.0,0.0,0.1322217705658093,-0.05271422900222296,0.2440037382701365,-0.19146295230178725,0.3258463202508455,-0.2936389137532293,0.3951516659277078,-0.35935210162193243,0.17697639501624823,-0.47724678362750994,0.21979149000732368,-0.6559221028311378,0.24495247023947592,-0.7671325498340955,0.2620969980523426,-0.8672409790609721,0.10014550392307324,-0.5127769860059183,0.11603795270105323,-0.740822871931451,0.13318404905875902,-0.879788149482133,0.14226136063754788,-1.0,0.024717699954293553,-0.4918358667075312,0.01791539630378588,-0.7131204212750197,0.02748622912694604,-0.850763748247983,0.036598666603798125,-0.971062724301912,-0.0512802462976638,-0.4275294259011813,-0.08559325788093965,-0.6102042967861752,-0.10018357678416746,-0.7329459249395207,-0.10280646894509371,-0.8494350481742898
0,0.0,0.0,0.13190143513439948,-0.04959021510898851,0.2444314560033428,-0.18944494434988363,0.3268886642760293,-0.2873671359668342,0.3971785567979298,-0.34846139738819937,0.18365527461811837,-0.47609909440827175,0.2287538126138348,-0.6555179797602239,0.2557693975776775,-0.7664082671496796,0.27407027925951966,-0.8669747235814557,0.10764506636118977,-0.5127092875395152,0.12582544068406032,-0.7409720661930255,0.14323252752259238,-0.8793459343350802,0.15287321203312917,-1.0,0.031750336340541155,-0.49313067341916594,0.02742069277075108,-0.7118385021299293,0.03937486951222731,-0.8482996272749536,0.05185973843868156,-0.9690811452777999,-0.04521535733138082,-0.4297755100212933,-0.0764521484005019,-0.6117597269100165,-0.08895857070992005,-0.7337302253099652,-0.08929806043980493,-0.8505491778031
0,0.0,0.0,0.14121886999875788,-0.06740305031821128,0.267755672951186,-0.2080060804062639,0.35016977519309594,-0.31694597455827433,0.37277550873928655,-0.38551906440314104,0.16195341178541872,-0.49900369406026973,0.20254087757664632,-0.6882747478806681,0.22169073991903335,-0.7952911123262915,0.2326294687316508,-0.8914368019781296,0.07245238923706598,-0.5278198709020159,0.07769242628782806,-0.7567293551891507,0.0831638225227566,-0.8895047532794571,0.08338854766408008,-1.0,-0.009273069981905954,-0.5049960707372076,-0.021463013546519645,-0.7151156445858793,-0.018022295377844482,-0.8466647484246107,-0.01572417480952586,-0.9566408751727238,-0.08524732813312502,-0.4428520783232234,-0.11650145452001329,-0.6090271159034849,-0.1354891622506218,-0.718561332166721,-0.14650794021488717,-0.8183914859820227
0,0.0,0.0,0.13958815142842665,-0.07719648046820982,0.25699076052829634,-0.21908249388996037,0.34760619835427575,-0.32344158829569564,0.42936351209889284,-0.38595525423223825,0.14755940461943204,-0.5086628929161959,0.18046381906853762,-0.698410532133315,0.19641994850876027,-0.8072586692389091,0.20257835488145048,-0.9011781397155368,0.059069923433512465,-0.5376999514568293,0.06270571185428542,-0.7598489075434401,0.06445274656044732,-0.8909750571604901,0.05896157601730187,-1.0,-0.022626576587216143,-0.515182408339115,-0.03448067088955336,-0.7241546328835732,-0.037129816669899285,-0.8500086344707084,-0.04053665930662162,-0.9584936778719098,-0.1009595778380873,-0.4563350601948058,-0.14224040895048645,-0.6194055661855702,-0.16733888454987406,-0.7274547452297,-0.18305955069977925,-0.8282233307318846
0,0.0,0.0,0.14887043799720867,-0.07114697861071603,0.27346550342340065,-0.20969764469037927,0.3667314284572934,-0.3105341037614547,0.4467384899753076,-0.36399399791774684,0.16826690811204886,-0.5085814920816956,0.20682986526939878,-0.6930918941929105,0.22686390578095728,-0.7969987820233808,0.2385306508164646,-0.8882800855205175,0.08089630512415705,-0.5436852884902665,0.09268970599617338,-0.7640697729578397,0.09843064836136996,-0.8918364617758407,0.09782647141312752,-1.0,-0.0017086054396575185,-0.5259125357965284,-0.006489304109662004,-0.732163737336497,-0.00440783116938239,-0.856102142964739,-0.004054027062633209,-0.9633182331141502,-0.08321707177115521,-0.47070000574242477,-0.11944269559406216,-0.6338884829429178,-0.14085889717980365,-0.7411654563188727,-0.15254423747672863,-0.8406910664931179
0,0.0,0.0,0.1589266437025492,-0.04955840485728073,0.291935659804663,-0.19033591896421703,0.3976708369523838,-0.29503084480057573,0.49613940476655316,-0.33720218475643077,0.18998923046042898,-0.503888222263905,0.2472314085234863,-0.6836583527932628,0.2798782689866017,-0.7909870936461145,0.2984511797928267,-0.8827792100893173,0.09770680211505571,-0.5491534466156873,0.12881026487247518,-0.762567526150778,0.14360323193665284,-0.892900422006106,0.14686622291529114,-1.0,0.008039208601773835,-0.5436816652619234,0.02529498322283188,-0.746503086823996,0.03649159123520239,-0.8669016283912001,0.04385573127534777,-0.9701587480899045,-0.08151264580511913,-0.5002457419356942,-0.10019892319468289,-0.6653366435842089,-0.11294228760501916,-0.7721153306894089,-0.11740723306242931,-0.8696910866367096
0,0.0,0.0,0.17061916311685443,-0.038943097424051026,0.31226366744782763,-0.1798641012757036,0.42898897896908056,-0.2832269731082685,0.5336801050617297,-0.32413490120249916,0.21326309612638117,-0.5045601704008933,0.28804862770173506,-0.6851796566969794,0.3262314181228512,-0.7894139670882195,0.3492671632317626,-0.8860821687530507,0.1206102416365301,-0.5497940568206048,0.16594866601271369,-0.7655803345561313,0.18877626388463417,-0.8938604799347797,0.19893223315363248,-1.0,0.029421676955983484,-0.5457717755318403,0.05369307185450645,-0.7495415745936053,0.06951989248656577,-0.8656585414537419,0.08065179183691361,-0.9698966284605252,-0.06266436016579466,-0.5041633162101997,-0.0717847628793115,-0.6691728741431107,-0.08106180227027839,-0.7750038571007926,-0.08153356965453502,-0.8726408844759308
0,0.0,0.0,0.16039388697336104,-0.0340941406496001,0.29659437435055735,-0.17727213910668177,0.4069129727155362,-0.2811216489742742,0.5091175353454248,-0.3218183951681466,0.203461744629306,-0.4927826994379369,0.26943930712340197,-0.672779668705523,0.30801288012075695,-0.7807869031031551,0.3311112062315007,-0.875895628168493,0.11120887601155614,-0.5429316038478493,0.15287658818250519,-0.7605014755140437,0.17277373393121417,-0.8920533433504944,0.17724873826083193,-1.0,0.020533396604792493,-0.5384578295232697,0.041406582101360286,-0.7469734188531236,0.05482956558190062,-0.8666689606260627,0.06158296974384407,-0.9759757568467,-0.07136596856500724,-0.4949849004581523,-0.09006462815471693,-0.6700625260761068,-0.10798137354170603,-0.7800946255175861,-0.11536647754109201,-0.8860072228355848
0,0.0,0.0,0.15963189350000934,-0.0471494130616045,0.28681930008672374,-0.1813125233489685,0.3965134992905814,-0.27641713090660996,0.49574986788070624,-0.32342452095090235,0.1963193807372995,-0.49143819616838724,0.2546306106126129,-0.6659953771480006,0.28895226405249225,-0.7712949975191938,0.30914583100598153,-0.8628776125423764,0.10698885294823124,-0.539795445624379,0.13755778913231403,-0.7526704533899569,0.15511880428765762,-0.8885705458525686,0.162900818735672,-1.0,0.019867510187184554,-0.5338982309526045,0.03185750672993535,-0.7335367659369856,0.04180441107110929,-0.8546666317505855,0.048863411912159684,-0.962923690626063,-0.06871754998315949,-0.48759872730884213,-0.09687332065025257,-0.6510308369356793,-0.11676846654421894,-0.7604494312532543,-0.12542214795745105,-0.8634718080967606
0,0.0,0.0,0.17971109010340752,-0.04556921567269218,0.3214902675857042,-0.16241245339734137,0.4360771476456729,-0.2513875383822529,0.5318952892763658,-0.2971173106511452,0.2350056206305741,-0.4991413699967262,0.29535156174775024,-0.675348842690464,0.3274573049083583,-0.7781196367960308,0.3472687127045796,-0.8718929093826734,0.14280135332022476,-0.5566667634336807,0.17469813721581756,-0.769317795425143,0.1962364625582075,-0.8931711997222308,0.21109280521921034,-0.9980230211600717,0.05243696227839755,-0.5553460086624681,0.06684497665663451,-0.7695900173232118,0.0828349880013693,-0.8958344962141582,0.09713947125545429,-1.0,-0.03794545042218682,-0.5121970701439175,-0.06672629814146973,-0.6902237243784181,-0.08341432540792326,-0.8152672767204145,-0.09010812132973973,-0.9244689574772207
